left-image href,dealer-name,temp-auto src,title,address,price,price-addition,description,left-side,left-side (2),ownership,left-side (3),urgent-label,sticker-checkbox,sticker-checkbox (2),sticker-checkbox (3),v-label,comments-count,lazy src,cad-label href,cad-label
https://www.house.kg/details/166462568da567a904ec7-17730884,Трендом,https://cdn.house.kg/house/images/6/b/5/6b58d7afb0233d98fdcf05cf01fef13e_240x180.jpg,"Дом, 4-комн., 65 м2, 5 соток","Бишкек, Кара Дарыя",$ 208 000,18 191 680 сом,"Продаётся уютный дом с мебелью! 🏡 📍 Адрес: ул. Шукурова, 80 📍 Дом расположен в хорошем районе, на второй линии от дороги — тишина и комфорт. 📍 Участок — 4,7 соток ✅ 4 просторные комнаты ✅ Отдельная кухня ✅ Ванная комната Дом полностью меблирован — заезжай и живи!🛋️ 💰 Цена: 208 000$ Возможен небо...",3 часа назад,412,,4,,,,,,,,,
https://www.house.kg/details/8211532676295d54267d2-09814182,Асман Сити,https://cdn.house.kg/house/images/1/3/f/13f041e9c7977ca48e46f29b8425f87d_240x180.jpg,"Дом, 6 и более комнат, 280 м2, 6 соток","Бишкек, с. Кок-Джар",$ 330 000,28 861 800 сом,"- Продаю 3-х этажный новый, комфортный, уютный, современный дом дуплекс, 2024 года постройки - ⁠Площадь: 280 кв.м. - ⁠6 соток - ⁠ж/ м Кок-Жар недалеко от Этно комплекса Супара 🔹монолитно-каркасная конструкция ( арматура Россия), наполнение жженый кирпич (стены в 2 кирпича, даже внутренние перег...",3 часа назад,2128,,15,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/8329645675fc1cec3a051-99400429,Асман Сити,https://cdn.house.kg/house/images/c/d/3/cd3ab1b9996bf41d682781af705bbaa9_240x180.jpg,"Дом, 6 и более комнат, 90 м2, 3.6 сотки","Бишкек, Кызыл-Аскер ж/м, джамгерчинова 139",$ 83 000,7 259 180 сом,,3 часа назад,2322,,6,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/1212168668bc7878bac07-88281171,Асман Сити,https://cdn.house.kg/house/images/f/6/7/f67530e542d53645c39e4a3104a8abc0_240x180.jpg,"Дом, 6 и более комнат, 380 м2, 5 соток","Бишкек, Ак-Орго ж/м",$ 310 000,27 112 600 сом,"ПРОДАЕТСЯ НОВЫЙ 2-этажный ДОМ с подвалом Квадратура 380м2 • ж/м Ак орго • ⁠Гагарина /Ашар • ⁠высокие потолки 3,5 м, высокий фундамент, утепление + жидкий травертин, 1этаж - большой холл, гостевая, кухня, спальня, тамбур и санузел 2 этаж - холл, 4 спальня Подвал, навес на 5 машин ,2 казан-очок с бар...",3 часа назад,2702,,2,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/82285656770d31b5e4e93-71411366,Асман Сити,https://cdn.house.kg/house/images/d/d/f/ddf9ead88c95386e45cf473d070f5234_240x180.jpg,"Дом, 5-комн., 242 м2, 5 соток","Бишкек, Кудайберген",$ 270 000,23 614 200 сом,"СРОЧНО ‼️ПРОДАЁТСЯ ДОМ 🔥 🏠 Дом 2005 г.п., площадь 242 кв.м 📍 рынок Дордой моторс 🚗 📏 Участок 5 соток ✨🏞️ ✨Просторный дом: 5 комнат, большой холл, кухня, 2 санузла ✨🏠🔑 На улице ведётся видео наблюдения 🎦 ✨️Дом строился для себя, использованы качественные материалы: 🧱🏠👍 ◾️Материал стен кирпич...",3 часа назад,1658,,,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/319353676a8732f1e905-48827879,Асман Сити,https://cdn.house.kg/house/images/0/d/8/0d84de1dc4fb3ddc43617a7a137334d2_240x180.jpg,"Дом, 6 и более комнат, 140 м2, 5 соток","Бишкек, Арча-Бешик ж/м",$ 210 000,18 366 600 сом,"🚨Срочно продается 2х этажный дом 🚩Ж-м Арча Бешик(выше Магистрали) 🚩5 соток 📕Красная книга 🔻Центральная канализация, газовое отопление 🔻6 комнат, 2 сан узла, кухня, кладовка 🔻Хороший ремонт, большой балкон 🔻Летом имеется красивый сад с прудом --------------------------- 💸Цена: 210'000$ 📱Контакты: 0...",3 часа назад,1887,,2,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/572555068c29dbc170244-65995560,Асман Сити,https://cdn.house.kg/house/images/d/c/8/dc898dfb1c9bc87ecad7a91f1c33de6e_240x180.jpg,"Дом, 4-комн., 320 м2, 4.2 сотки","Бишкек, Арча-Бешик ж/м, шералиева",$ 490 000,42 855 400 сом,"Новый особняк 320 м² динамично развивающем районе ⛳️ Арча Бешик Шералиева / Бердибаева Идеален для тех, кто ценит комфорт, качество и стиль жизни ✨ Количество комнат 6 🛏 4 спальни | 🛁 4 санузла | 🚘 Навес для авто 🌿 Участок 4.2 сотки 💰 Цена: 490.000 $ Фасад из сары таша, очоккана, гар...",3 часа назад,243,,1,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/13440796876216e927331-20066717,Асман Сити,https://cdn.house.kg/house/images/b/6/8/b688e976b17795de293e3c2aa12c00e7_240x180.jpg,"Дом, 3-комн., 100 м2, 5.8 соток","Бишкек, Арча-Бешик ж/м",$ 280 000,24 488 800 сом,"Продается уютный дом с большим участком в районе Арча-Бешик! 📍 *Ориентир:* ул. Муромская 🔹 *Площадь участка:* 5,8 соток (по факту — 8) 🔹 *Дом:* кирпичный, с ремонтом, в хорошем состоянии 🔹 *Площадь дома:* 100 м² 🔹 *Планировка:* 3 жилые комнаты + времянка (2 комнаты) 🔹 *Дополнительно:* хоз...",3 часа назад,915,,,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/483415368de23d96791b7-52093308,Трендом,https://cdn.house.kg/house/images/a/f/e/afe6603d5b4dd6384149517d06618144_240x180.jpg,"Дом, 6 и более комнат, 170 м2, 6 соток","с. Ак-Джол, Молодежная 13",$ 150 069,13 125 000 сом,,3 часа назад,167,,,,,,,,,,,
https://www.house.kg/details/716610968f68f3b3eb438-39089022,Этажи,https://cdn.house.kg/house/images/9/e/e/9ee1a1b77285ff85b916da66aabccc52_240x180.jpg,"Дом, 3-комн., 46.6 м2, 4.35 сотки","Бишкек, Карагачевая роща, Суворова",$ 90 556,7 920 000 сом,"Продается дом в районе Осмонкулова – пер. Двинский. Предлагаем вашему вниманию уютный дом с 3 комнатами, расположенный в тихом и удобном районе. Дом требует ремонта, но благодаря удачной планировке и расположению, он станет отличным вариантом как для комфортного проживания, так и для инвестиций под ...",3 часа назад,176,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/716610968f68f3b3eb438-39089022?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/445992468f68f10827140-22804153,Этажи,https://cdn.house.kg/house/images/c/f/b/cfb7eccb1cc6ace3216ac808a691afb2_240x180.jpg,"Дом, 5-комн., 175.6 м2, 5 соток","Бишкек, Колмо ж/м, Тынчтык",$ 231 420,20 240 000 сом,"Продаётся уютный дом в Колмо — идеальное место для тех, кто ценит тишину, простоту и близость к городу. Здание построено с вниманием к деталям: тёплый фасад, просторные комнаты, аккуратная крыша, большие окна, наполняющие внутренние пространства дневным светом. Внутри — продуманная планировка, созда...",3 часа назад,147,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/445992468f68f10827140-22804153?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/566044368f68ecc138d87-09341229,Этажи,https://cdn.house.kg/house/images/a/8/3/a83ad53b97912544ef1de9e3cc331a3b_240x180.jpg,"Дом, 5-комн., 166.56 м2, 1.25 сотка","Бишкек, Арча-Бешик ж/м, Проектируемая",$ 196 204,17 160 000 сом,"Продается просторный кирпичный таунхаус в селе Селекционная. Готов для комфортной жизни. Предлагаем вашему вниманию современный трехэтажный таунхаус, сочетающий в себе надежность, продуманную планировку и выгодные условия. Это идеальный вариант для тех, кто ценит простор и уют загородной жизни с пе...",3 часа назад,136,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/566044368f68ecc138d87-09341229?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/994442068f68ea18e7ba3-42297138,Этажи,https://cdn.house.kg/house/images/b/0/8/b08e12bbc96ba49fdd4760a49b4861c0_240x180.jpg,"Дом, 5-комн., 166.56 м2, 1.25 сотка","Бишкек, Арча-Бешик ж/м, Проектируемая",$ 196 204,17 160 000 сом,"Продается просторный кирпичный таунхаус в селе Селекционная. Готов для комфортной жизни. Предлагаем вашему вниманию современный трехэтажный таунхаус, сочетающий в себе надежность, продуманную планировку и выгодные условия. Это идеальный вариант для тех, кто ценит простор и уют загородной жизни с пе...",3 часа назад,148,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/994442068f68ea18e7ba3-42297138?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/174942268f68e5bf2cea3-39707890,Этажи,https://cdn.house.kg/house/images/0/c/e/0ce67b8d8e5b02a60eb53f749263bd04_240x180.jpg,"Дом, 3-комн., 80.74 м2, 5 соток","с. Кашка-Суу, Замирбекова",$ 246 513,21 560 000 сом,"Продается уникальный дом в ДЦ «Весна», с. Таш-Добо Представляем вашему вниманию современный и уютный дом, расположенный в одном из самых живописных и престижных районов — в дачном кооперативе «Весна», село Таш-Добо. О доме: • Современный качественный ремонт • Просторная терраса для отдыха и встреч ...",3 часа назад,141,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/174942268f68e5bf2cea3-39707890?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/588747768f68e12f2f3f2-04114151,Этажи,https://cdn.house.kg/house/images/d/4/1/d415ab7fa76606fd764320b32971e94f_240x180.jpg,"Дом, 6 и более комнат, 199.2 м2, 10.9 соток","с. Беш-Кунгей, Садовая",$ 316 945,27 720 000 сом,"Продается ухоженный двухэтажный дом в Беш-Кунгее! Ищем покупателей для просторного и комфортного кирпичного дома с отличным косметическим ремонтом. Часть мебели остается — можно заезжать и жить. Это идеальный вариант для тех, кто хочет наслаждаться тишиной и простором загородной жизни без необходим...",3 часа назад,93,,,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/950953268f68dc66d7fc4-43823597,Этажи,https://cdn.house.kg/house/images/2/8/5/28531cafc3762384f3e9c6d03b50bac2_240x180.jpg,"Дом, 4-комн., 58.1 м2, 4.735 сотки","Бишкек, с. Аламудун, Алма-Атинская",$ 130 803,11 440 000 сом,"Продаётся земельный участок под коммерческую застройку! Отличное предложение для тех, кто ищет доходный и перспективный объект для бизнеса. Участок расположен в стратегически выгодной локации — первая линия, удобный подъезд, отличная транспортная доступность и постоянный поток людей и автомобилей. ...",3 часа назад,180,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/950953268f68dc66d7fc4-43823597?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/762850668f68dc2ba5019-94859947,Этажи,https://cdn.house.kg/house/images/f/f/e/ffe09238c355aa8917a5904b1de9a89b_240x180.jpg,"Дом, 3-комн., 45.5 м2, 8 соток","Бишкек, с. Аламудун, Алма-Атинская",$ 271 667,23 760 000 сом,"Продаётся земельный участок под коммерческую застройку! Отличное предложение для тех, кто ищет доходный и перспективный объект для бизнеса. Участок расположен в стратегически выгодной локации — первая линия, удобный подъезд, отличная транспортная доступность и постоянный поток людей и автомобилей. ...",3 часа назад,169,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/762850668f68dc2ba5019-94859947?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/532552368f68d8d9aef02-23540717,Этажи,https://cdn.house.kg/house/images/6/9/8/698657d4a536b6f19c2ee0b459ef1a53_240x180.jpg,"Дом, 6 и более комнат, 216 м2, 7 соток",с. Таш-Добо,$ 261 605,22 880 000 сом,"Продается светлый и просторный дом в живописном селе Таш-Дебе, расположенном в экологически чистом районе. Это место идеально подходит для тех, кто мечтает о гармонии с природой, чистом воздухе и тишине. Дом окружён зеленью, с потрясающим видом на горы и уютной атмосферой уюта и покоя. Отличный ва...",3 часа назад,187,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/532552368f68d8d9aef02-23540717?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/328294868f14802216087-78031358,Этажи,https://cdn.house.kg/house/images/7/3/b/73b3ef9f79fc81657a9795ab40e51c6a_240x180.jpg,"Дом, 6 и более комнат, 283 м2, 7 соток","с. Новопокровка, Чапаева",$ 201 235,17 600 000 сом,"Вышел на продажу отличный двухэтажный в селе Новопокровка. Дом состоит из 7 комнат. Дом после капитального ремонта. Ремонт произведен из качественных строительных материалов. Дом огорожен полностью, высокие заборы, железные ворота. Этот дом отличный вариант для тех, кто предпочитает иметь свой загор...",3 часа назад,196,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/328294868f14802216087-78031358?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/641698968f147c42dd8f4-86387519,Этажи,https://cdn.house.kg/house/images/2/f/2/2f296c7bd84717936c83a41ef574e1cb_240x180.jpg,"Дом, 6 и более комнат, 240 м2, 6 соток","с. Байтик, Дамир Кекмет",$ 380 174,33 250 000 сом,"Продаётся дом в селе Байтик Закрытый элитный городок Мехмет Просторный дом в одном из самых экологически чистых и живописных районов — село Байтик, в закрытом ВИП-городке Мехмет. Идеальное место для комфортной и безопасной жизни вдали от городской суеты. ✅ Преимущества объекта: • Расположен в охр...",3 часа назад,205,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/641698968f147c42dd8f4-86387519?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/816212768f14769547186-15779735,Этажи,https://cdn.house.kg/house/images/7/5/2/7523f8c6187611e113606e7ec73f72b7_240x180.jpg,"Дом, 4-комн., 79.62 м2, 9 соток","Бишкек, с. Аламудун, Панфилова",$ 160 988,14 080 000 сом,"Продаётся уютный дом в Бишкеке, рядом с Карагачевой рощей Дом в жилом состоянии — можно заехать и жить сразу или сделать ремонт под себя. На участке расположен плодоносящий сад: две вишни, две яблони, айва и виноград двух сортов. Есть хозяйственные постройки. Район тихий и зелёный, в пешей доступн...",3 часа назад,163,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/816212768f14769547186-15779735?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/511372768eff6b4d2fd21-98294152,Этажи,https://cdn.house.kg/house/images/8/e/d/8edddd70e80cc2446d3067374f7c7a6d_240x180.jpg,"Дом, 5-комн., 200 м2, 8.1 соток","Бишкек, с. Новопавловка, Фрунзе",$ 352 161,30 800 000 сом,"Продаётся отличный объект под коммерцию — дом с большим участком на первой линии одной из самых оживлённых улиц города! Идеальное решение для тех, кто ищет локацию с высоким трафиком и реальным потенциалом для бизнеса. ✨ Основные преимущества: Первая линия ул. Фрунзе — отличная видимость, высокий...",3 часа назад,178,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/511372768eff6b4d2fd21-98294152?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/506167468eff6a05abae5-60864622,Этажи,https://cdn.house.kg/house/images/b/a/2/ba21050f10c4e6246ccbde41c98c67d0_240x180.jpg,"Дом, 4-комн., 57.6 м2, 5 соток","Бишкек, с. Новопавловка, Северная",$ 110 679,9 680 000 сом,"Продается уютный, ухоженный дом в экологически чистом районе — село Новопавловка, (город Бишкек). Отличный вариант для семьи, ценящей тишину, комфорт и уединение, при этом вблизи от города. Так же подойдет для коммерции, например швейный цех. Дом построен из прочного материала, стены толстые, хорошо...",3 часа назад,163,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/506167468eff6a05abae5-60864622?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/210420468eff672c38671-53955832,Этажи,https://cdn.house.kg/house/images/f/3/0/f30b6f3f159109668bada8b846657c20_240x180.jpg,"Дом, 3-комн., 64 м2, 3.9 сотки","Бишкек, Горького - Панфилова, Ошский пер.",$ 266 636,23 320 000 сом,"Продается уютный трехкомнатный дом с большим холлом в состоянии ПСО на пресечении улиц Ошский переулок с улицей Медерова, также в 200 метрах улица Горького. Дом новый, построен из качественных материалов под чистовую отделку. Стены из кирпича с утеплением. Участок ровный квадратной формы. Топосъ...",3 часа назад,177,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/210420468eff672c38671-53955832?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/120631368eff6300f4aa2-45540614,Этажи,https://cdn.house.kg/house/images/8/f/e/8fe6b52108445fa14ec65161334d64b7_240x180.jpg,"Дом, 3-комн., 87.94 м2, 8 соток","Бишкек, ж/м Ала-Арча 2, Актан",$ 352 161,30 800 000 сом,"Продается одноэтажный дом. Перспективный район, отличное расположение! Расположение: • Шикарный, активно развивающийся район • 3-я улица от Садырбаева, всего в нескольких минутах ходьбы от главной дороги • Удобный подъезд, хорошая транспортная доступность Участок: • Идеальная форма: 20 м × 40 м ...",3 часа назад,177,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/120631368eff6300f4aa2-45540614?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/522039068eff615e35174-87751743,Этажи,https://cdn.house.kg/house/images/e/7/3/e7363cd9499b007fd1ccb79c7e61dacd_240x180.jpg,"Дом, 6 и более комнат, 366 м2, 7 соток","с. Новопокровка, Турсун Бяра",$ 201 235,17 600 000 сом,Продаётся уютный частный дом в хорошем районе города. дом кирпичный теплый все комуникации для комфортного проживания . большой навез на весь двор двор большой можно поместить около 5 машин. в доме просторные комнаты высокие потолки свежий ремонт . участок ровный огорожен есть очок кана . рядом в ш...,3 часа назад,179,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/522039068eff615e35174-87751743?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/860247968eea536657be3-50353385,Этажи,https://cdn.house.kg/house/images/4/a/2/4a2f340caabe3d141760101d385b3ca3_240x180.jpg,"Дом, 5-комн., 230 м2, 7.5 соток","Бишкек, Кок-Жар ж/м, Молдокулова",$ 643 952,56 320 000 сом,"На продаже дом в жилом массиве Кок Жар. Идеальный участок и локация, так как он является угловым. Премиальный частный сектор, со всеми центральными коммуникациями. Удобные подъездные пути, то есть асфальтированные. В шаговой доступности имеется абсолютно все. Расположение дома идеально подойдет для ...",3 часа назад,223,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/860247968eea536657be3-50353385?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/346367768ed54137141c6-31820121,Этажи,https://cdn.house.kg/house/images/a/1/c/a1ca45dd7867dd1fe96f1e8f2303575b_240x180.jpg,"Дом, 4-комн., 92.1 м2, 4.5 сотки","Бишкек, Кара Дарыя, Онарчинский переулок",$ 233 249,20 400 000 сом,"Продаётся дом в престижном районе (Ахунбаева / Шукурова) Идеальное сочетание комфорта, статуса и функциональности. Дом расположен в одном из самых востребованных районов города — рядом с улицами Ахунбаева и Шукурова. Это место известно своей развитой инфраструктурой и спокойной атмосферой: рядом шк...",3 часа назад,246,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/346367768ed54137141c6-31820121?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/420066268ed53877105d1-90608963,Этажи,https://cdn.house.kg/house/images/7/e/7/7e74b3e9b06f1180223b94c5423483ac_240x180.jpg,"Дом, 2-комн., 43 м2, 3 сотки","Бишкек, с. Нижняя Ала-Арча, Курманалиева",$ 80 037,7 000 000 сом,"Продаётся дом в нижней части города Прекрасный вариант для небольшой семьи или тех, кто ценит комфорт и тишину. Дом расположен в спокойном районе Нижней Алаарче, вдали от городского шума, но с удобным доступом ко всей инфраструктуре. Планировка: 2 светлые спальни, просторная гостиная, кухня, прихож...",3 часа назад,221,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/420066268ed53877105d1-90608963?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/12447568ed5340aec5a0-42690109,Этажи,https://cdn.house.kg/house/images/8/a/1/8a13c3bbcb22f5b8434b90f3735e01cf_240x180.jpg,"Дом, 3-комн., 123 м2, 2 сотки","с. Беш-Кунгей, Асанкулов Азиз",$ 251 544,22 000 000 сом,"Просторный и уютный таунхаус в живописном районе — село Бешкунгей. Отличный вариант для комфортного проживания вблизи природы, но с быстрым доступом к городской инфраструктуре. Общая информация: • 3 этажа • Качественный ремонт Планировка: • Просторная гостиная • Кухня-столовая • Несколько спален •...",3 часа назад,186,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/12447568ed5340aec5a0-42690109?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/906617968e95fd757bf34-84576967,Этажи,https://cdn.house.kg/house/images/2/7/0/2706dba0ce91d9823cca7fb56caac733_240x180.jpg,"Дом, 5-комн., 380 м2, 8 соток","Бишкек, Ынтымак ж/м, Стадионная",$ 784 816,68 640 000 сом,"На продаже частный дом в самом премиальном районе нашей столицы Ынтымак Ценность локации в том что рядом расположена Государственная резиденция и Новый Белый Дом. На участке правильной формы был построен 2 этажный дом Материал стен из 2,5 кирпича. Толщина забора 1,5 кирпича. Есть возможность поднять...",3 часа назад,205,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/906617968e95fd757bf34-84576967?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/957904768e95f48c71f84-17809741,Этажи,https://cdn.house.kg/house/images/e/2/0/e200b6075410833102cd40a04f925316_240x180.jpg,"Дом, 5-комн., 330 м2, 8.7 соток","Бишкек, Джальская больница, Бакаева",$ 472 902,41 360 000 сом,"На продаже частный дом в престижном районе Старый Аэропорт. Дом был построен из 2,5 кирпичей. С добротным качественным ремонтом На 1 этаже расположились: Кухня-столовая Гостинная Гостевая спальня Общий санузел Задний вход На 2 этаже расположились 3 спальные комнаты 1 из них мастер спальня со своим...",3 часа назад,247,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/957904768e95f48c71f84-17809741?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/329265668e95e69ee08f1-86331583,Этажи,https://cdn.house.kg/house/images/3/e/2/3e232e24f58b07b63d3233918284f9a5_240x180.jpg,"Дом, 4-комн., 77.2 м2, 15 соток","с. Константиновка, Первомайская",$ 130 803,11 440 000 сом,"Продаётся жилой дом в селе Константиновка Отличный вариант для комфортного проживания в живописном и спокойном месте, где можно наслаждаться тишиной, чистым воздухом и уютом загородной жизни. Коммуникации: — Электричество и вода — Отопление: печное и электрическое — Подключён интернет На участке:...",3 часа назад,175,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/329265668e95e69ee08f1-86331583?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/951587268e80e241cea18-30312306,Этажи,https://cdn.house.kg/house/images/8/2/c/82c0925547d7dc1ff27a55696c05ce6e_240x180.jpg,"Дом, 5-комн., 127 м2, 4.8 сотки","Бишкек, Аламединский рынок, Торокула Айтматова",$ 105 648,9 240 000 сом,"Продается уютный пятикомнатный кирпичный дом недалеко от Аламединского рынка. Площадь участка: 4,7 соток (прямоугольной формы — удобно для благоустройства) Навес: рассчитан на 3 автомобиля Двор: выложен брусчаткой — чисто и аккуратно в любое время года Дом: Просторные 5 комнат Теплый деревянн...",3 часа назад,263,,4,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/951587268e80e241cea18-30312306?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/695843268e80db3368341-05765881,Этажи,https://cdn.house.kg/house/images/3/8/f/38fc0235fa55d4c3edc1e48b01ad6c13_240x180.jpg,"Дом, 3-комн., 37.7 м2, 5.7 соток","Бишкек, с. Маевка, Новая",$ 84 519,7 392 000 сом,"Продаю трехкомнатный дом. В селе Маевка. В большом доме 3 жилые комнаты, кухня, прихожая, туалетная комната. В маленьком доме две жилые, прихожая, большая туалетная комната. Дом утепленный с наружи. Отопление (газ, уголь). Двор большое на три машины. Забор, огорожен, дом утепленный. Дом кирпичный...",3 часа назад,237,,1,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/695843268e80db3368341-05765881?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/19991468e80d82318a84-06693762,Этажи,https://cdn.house.kg/house/images/9/4/7/9471cc31c54610b2ec11fc48877c5106_240x180.jpg,"Дом, 4-комн., 75 м2, 5.6 соток","Бишкек, Лебединовка, Ивана Мичурина",$ 125 772,11 000 000 сом,"В продаже дом, в одном из востребованных районов города. Дом светлый, уютный, теплый, участок правильной формы, расположенный между двух центральных улиц. Развитая инфраструктура, в шаговой доступности рестораны, кафе, кофейни, школы, детские сады, поликлиника, больница, магазины, мини рынки ЧЫНАР,Ч...",3 часа назад,221,,4,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/523736068e80d76cd2094-48971036,Этажи,https://cdn.house.kg/house/images/a/a/4/aa424ffa3cf406bbc7bb83e408a59a56_240x180.jpg,"Дом, 4-комн., 97.5 м2, 3.5 сотки","Бишкек, с. Чон-Арык, Шушенский пер.",$ 233 249,20 400 000 сом,"Продаётся дом в Чон-Арыке — идеален для жизни или бизнеса. Просторный и уютный дом расположен на участке 7,2 соток в одном из самых престижных и экологически чистых районов. Имеется красная книга, все коммуникации подключены: • Газ, • Центральная канализация, • Трёхфазное и газовое отопление, •...",3 часа назад,173,,2,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/523736068e80d76cd2094-48971036,Этажи,https://cdn.house.kg/house/images/a/a/4/aa424ffa3cf406bbc7bb83e408a59a56_240x180.jpg,"Дом, 4-комн., 97.5 м2, 3.5 сотки","Бишкек, с. Чон-Арык, Шушенский пер.",$ 233 249,20 400 000 сом,"Продаётся дом в Чон-Арыке — идеален для жизни или бизнеса. Просторный и уютный дом расположен на участке 7,2 соток в одном из самых престижных и экологически чистых районов. Имеется красная книга, все коммуникации подключены: • Газ, • Центральная канализация, • Трёхфазное и газовое отопление, •...",3 часа назад,173,,2,,,,,Ассоциация риелторов КР,,,,
https://www.house.kg/details/726206368e56b014aeae3-34530206,Этажи,https://cdn.house.kg/house/images/5/e/4/5e45c7af05bced741d74df0cad6059b9_240x180.jpg,"Дом, 6 и более комнат, 62.5 м2, 5 соток","Бишкек, Чуй - Алматинка, Огонбаева Атая",$ 136 840,11 968 000 сом,"Продаю участок в самом центре города,район Восток-5,широкая улица,участок правильной формы,На участке есть дом и строения где проживают люди ,все комнаты сдаются в аренду и приносят хорошую прибыль так же имеется гараж.Район тихий и спокойный с отличной инфраструктурой,все необходимое для благоприят...",4 часа назад,291,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/726206368e56b014aeae3-34530206?cadastre-details-block,Отчёт из Кадастра
https://www.house.kg/details/391132268e56a8d3848f0-97546572,Этажи,https://cdn.house.kg/house/images/8/d/7/8d7fa7c36c059644b14ee2a0867193de_240x180.jpg,"Дом, 3-комн., 302.02 м2, 1 сотка","Бишкек, Ала-Арча ж/м, Солнечная",$ 975 989,85 360 000 сом,"Продажа квартиры в таунхаусе в VIP-городке «Браво» | Премиум-класс | 300 м² Продаётся квартира в таунхаусе в одном из самых престижных жилых комплексов — «Браво». Идеальный вариант для тех, кто ценит простор, комфорт и высокий уровень жизни. Площадь: 300 м² Этажность: 3 этажа Отделка: Дизайнерс...",4 часа назад,269,,,,,,,Ассоциация риелторов КР,,,https://www.house.kg/details/391132268e56a8d3848f0-97546572?cadastre-details-block,Отчёт из Кадастра
